71.02,80.97,61.06,67.53,42.89,79.0
74.56,82.08,67.04,71.35,49.68,83.45
68.92,79.42,58.41,65.63,38.7,77.57
69.91,81.64,58.19,66.13,40.97,78.8
70.13,81.64,58.63,66.37,41.38,78.7
67.37,79.87,54.87,63.89,35.87,77.04
70.24,79.65,60.84,67.04,41.22,78.87
68.03,78.32,57.74,64.95,36.85,77.44
70.58,84.29,56.86,66.15,42.79,78.58
68.18,81.15,55.21,64.44,37.65,78.04
69.89,80.9,58.89,66.35,40.8,78.75
2.04,1.68,3.51,2.09,3.97,1.79
