9.888697862625122070e-01 1.113022305071353912e-02
9.741188287734985352e-01 2.588118053972721100e-02
9.548509120941162109e-01 4.514908418059349060e-02
9.865047335624694824e-01 1.349529251456260681e-02
9.248344302177429199e-01 7.516557723283767700e-02
9.884970188140869141e-01 1.150297559797763824e-02
9.751799106597900391e-01 2.482011541724205017e-02
9.913628101348876953e-01 8.637209422886371613e-03
9.849207997322082520e-01 1.507921237498521805e-02
9.953685998916625977e-01 4.631410352885723114e-03
9.922867417335510254e-01 7.713232655078172684e-03
9.629064798355102539e-01 3.709354996681213379e-02
9.847967624664306641e-01 1.520324870944023132e-02
9.871695637702941895e-01 1.283045113086700439e-02
9.861522912979125977e-01 1.384769845753908157e-02
9.885234832763671875e-01 1.147651392966508865e-02
9.915961623191833496e-01 8.403841406106948853e-03
9.857956767082214355e-01 1.420432701706886292e-02
9.896786808967590332e-01 1.032132189720869064e-02
9.826505184173583984e-01 1.734946854412555695e-02
9.925704002380371094e-01 7.429613731801509857e-03
9.893075823783874512e-01 1.069240551441907883e-02
9.882446527481079102e-01 1.175534259527921677e-02
9.813456535339355469e-01 1.865432783961296082e-02
9.742814898490905762e-01 2.571852877736091614e-02
9.855214953422546387e-01 1.447847858071327209e-02
9.756017327308654785e-01 2.439824305474758148e-02
9.889007806777954102e-01 1.109924912452697754e-02
9.910666346549987793e-01 8.933352306485176086e-03
9.850947856903076172e-01 1.490523014217615128e-02
9.855974912643432617e-01 1.440249849110841751e-02
9.741554260253906250e-01 2.584455162286758423e-02
9.894994497299194336e-01 1.050055027008056641e-02
9.787157773971557617e-01 2.128421142697334290e-02
9.795912504196166992e-01 2.040874958038330078e-02
9.819859862327575684e-01 1.801400445401668549e-02
9.715663194656372070e-01 2.843368984758853912e-02
9.826363921165466309e-01 1.736363582313060760e-02
9.672995805740356445e-01 3.270041570067405701e-02
9.695779681205749512e-01 3.042205609381198883e-02
9.847402572631835938e-01 1.525973901152610779e-02
9.925339221954345703e-01 7.466048002243041992e-03
9.599299430847167969e-01 4.007004201412200928e-02
9.802393913269042969e-01 1.976060308516025543e-02
9.843312501907348633e-01 1.566873677074909210e-02
9.950822591781616211e-01 4.917752929031848907e-03
9.620053768157958984e-01 3.799460083246231079e-02
9.903977513313293457e-01 9.602275677025318146e-03
9.904467463493347168e-01 9.553270414471626282e-03
9.649621844291687012e-01 3.503779321908950806e-02
9.825060963630676270e-01 1.749391295015811920e-02
9.698460698127746582e-01 3.015393018722534180e-02
9.898891448974609375e-01 1.011082530021667480e-02
9.843033552169799805e-01 1.569666340947151184e-02
9.810593724250793457e-01 1.894061267375946045e-02
9.924167394638061523e-01 7.583289407193660736e-03
9.896982312202453613e-01 1.030179765075445175e-02
9.877101182937622070e-01 1.228987053036689758e-02
9.921881556510925293e-01 7.811829447746276855e-03
9.707790017127990723e-01 2.922100387513637543e-02
9.845001101493835449e-01 1.549991592764854431e-02
9.849519729614257812e-01 1.504802890121936798e-02
9.051951169967651367e-01 9.480490535497665405e-02
9.521311521530151367e-01 4.786882176995277405e-02
9.424564242362976074e-01 5.754358321428298950e-02
9.811688661575317383e-01 1.883112639188766479e-02
9.892220497131347656e-01 1.077796611934900284e-02
9.823880791664123535e-01 1.761189661920070648e-02
9.724283218383789062e-01 2.757167071104049683e-02
9.788343310356140137e-01 2.116568200290203094e-02
9.762077331542968750e-01 2.379223704338073730e-02
9.171025156974792480e-01 8.289750665426254272e-02
9.823769330978393555e-01 1.762306876480579376e-02
9.452747106552124023e-01 5.472530797123908997e-02
8.981361985206604004e-01 1.018638238310813904e-01
9.609854817390441895e-01 3.901451826095581055e-02
9.619647860527038574e-01 3.803523257374763489e-02
9.900674819946289062e-01 9.932516142725944519e-03
9.513437747955322266e-01 4.865624010562896729e-02
9.847474694252014160e-01 1.525254547595977783e-02
9.487376809120178223e-01 5.126229673624038696e-02
9.544779658317565918e-01 4.552201926708221436e-02
9.807589650154113770e-01 1.924104616045951843e-02
9.922172427177429199e-01 7.782752625644207001e-03
9.783549308776855469e-01 2.164504677057266235e-02
9.799969792366027832e-01 2.000302262604236603e-02
9.405594468116760254e-01 5.944054946303367615e-02
9.679612517356872559e-01 3.203874081373214722e-02
8.788545727729797363e-01 1.211454197764396667e-01
9.625636935234069824e-01 3.743628039956092834e-02
9.382035136222839355e-01 6.179650872945785522e-02
9.685469269752502441e-01 3.145309537649154663e-02
9.885189533233642578e-01 1.148105878382921219e-02
9.706625938415527344e-01 2.933742105960845947e-02
9.489158987998962402e-01 5.108408629894256592e-02
9.766598343849182129e-01 2.334014698863029480e-02
9.751113653182983398e-01 2.488860674202442169e-02
9.940249323844909668e-01 5.975076928734779358e-03
9.873780608177185059e-01 1.262191869318485260e-02
9.833014607429504395e-01 1.669854857027530670e-02
9.498270750045776367e-01 5.017293617129325867e-02
9.615650773048400879e-01 3.843492269515991211e-02
9.941682815551757812e-01 5.831719376146793365e-03
9.769119620323181152e-01 2.308805286884307861e-02
9.842119812965393066e-01 1.578801311552524567e-02
9.628844261169433594e-01 3.711554408073425293e-02
9.885588288307189941e-01 1.144120004028081894e-02
9.903899431228637695e-01 9.610041975975036621e-03
9.737193584442138672e-01 2.628065645694732666e-02
9.579897522926330566e-01 4.201024770736694336e-02
9.665049314498901367e-01 3.349508345127105713e-02
9.906358718872070312e-01 9.364109486341476440e-03
9.550313949584960938e-01 4.496859014034271240e-02
9.891929030418395996e-01 1.080708578228950500e-02
9.693655967712402344e-01 3.063438460230827332e-02
9.592583179473876953e-01 4.074169322848320007e-02
9.845089912414550781e-01 1.549101062119007111e-02
9.842602610588073730e-01 1.573976129293441772e-02
9.350225925445556641e-01 6.497743725776672363e-02
9.876100420951843262e-01 1.238993275910615921e-02
9.389736652374267578e-01 6.102632358670234680e-02
9.790220856666564941e-01 2.097793668508529663e-02
9.717121124267578125e-01 2.828788198530673981e-02
9.471882581710815430e-01 5.281172320246696472e-02
9.691991209983825684e-01 3.080087155103683472e-02
9.741095900535583496e-01 2.589038386940956116e-02
9.743298292160034180e-01 2.567015215754508972e-02
9.839122295379638672e-01 1.608777977526187897e-02
9.950128197669982910e-01 4.987203050404787064e-03
9.913957118988037109e-01 8.604298345744609833e-03
9.524392485618591309e-01 4.756075516343116760e-02
9.659771919250488281e-01 3.402281552553176880e-02
9.909817576408386230e-01 9.018250741064548492e-03
9.868236780166625977e-01 1.317630149424076080e-02
9.910252690315246582e-01 8.974734693765640259e-03
9.914360642433166504e-01 8.563928306102752686e-03
9.841781854629516602e-01 1.582179218530654907e-02
9.721589684486389160e-01 2.784102968871593475e-02
9.640392661094665527e-01 3.596071898937225342e-02
9.817147850990295410e-01 1.828522421419620514e-02
9.029294848442077637e-01 9.707051515579223633e-02
9.561459422111511230e-01 4.385405406355857849e-02
9.813177585601806641e-01 1.868223957717418671e-02
9.811124801635742188e-01 1.888754963874816895e-02
9.635288119316101074e-01 3.647121414542198181e-02
9.389238953590393066e-01 6.107610091567039490e-02
9.500993490219116211e-01 4.990066215395927429e-02
