64.05,82.74,45.35,60.23,30.29,68.55
68.47,84.51,52.43,63.99,39.01,72.65
66.37,82.08,50.66,62.46,34.49,70.18
64.38,79.87,48.89,60.98,30.25,68.68
65.27,82.52,48.01,61.35,32.53,68.63
65.04,84.73,45.35,60.79,32.73,70.09
67.37,84.07,50.66,63.02,36.85,72.5
66.15,84.73,47.57,61.77,34.79,71.76
64.82,80.09,49.56,61.36,31.13,69.64
62.33,81.11,43.56,58.97,26.61,66.96
65.42,82.64,48.2,61.49,32.87,69.96
1.75,1.86,2.8,1.43,3.59,1.87
