83.63,100.0,67.26,75.33,71.18,83.63
83.52,100.0,67.04,75.21,71.0,83.52
84.73,100.0,69.47,76.61,72.95,84.73
82.19,100.0,64.38,73.74,68.9,82.19
82.96,100.0,65.93,74.59,70.12,82.96
82.96,100.0,65.93,74.59,70.12,82.96
81.08,100.0,62.17,72.55,67.16,81.08
81.19,99.78,62.61,72.74,67.2,81.19
84.29,100.0,68.58,76.09,72.24,84.29
85.33,100.0,70.67,77.32,73.92,85.33
83.19,99.98,66.4,74.88,70.48,83.19
1.42,0.07,2.8,1.57,2.27,1.41
