89.71,92.26,87.17,87.79,79.53,96.74
92.37,96.24,88.5,89.32,84.99,98.13
91.48,94.03,88.94,89.47,83.07,97.03
91.7,94.91,88.5,89.19,83.58,97.66
89.82,92.7,86.95,87.66,79.78,95.9
92.26,94.25,90.27,90.64,84.58,97.14
92.59,93.58,91.59,91.76,85.19,97.46
91.15,92.26,90.04,90.26,82.32,97.17
91.48,94.03,88.94,89.47,83.07,96.99
91.78,92.44,91.11,91.23,83.56,97.61
91.43,93.67,89.2,89.68,82.97,97.18
0.99,1.3,1.55,1.34,1.97,0.61
